scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,category,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol
Acer dasycarpum,Acer saccharinum; Acer saccharinum var. wieri; Acer saccharinum var. laciniatum; Argentacer saccharinum,silver maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),Dicot,90,No,Yellow,Early Spring,Low,Intermediate,Moderate,ACSA2
Acer saccharum,,sugar maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,100,No,Green,Mid Spring,Medium,Tolerant,Long,ACSA3
Acer nigrum var. glaucum,Acer saccharum var. glaucum; Acer saccharum var. rugellii; Acer saccharum var. saccharum; Acer nigrum var. saccharophorum; Saccharodendron saccharum,sugar maple,Aceraceae,Acer,Tree,Perennial,L48(N)CAN(N),Dicot,,,,,,,,ACSAS
Acer saccharum var. schneckii,Acer saccharum ssp. ozarkense; Acer saccharum ssp. schneckii,sugar maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N),Dicot,,,,,,,,ACSAS2
Acer spicatum,,mountain maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(N)CAN(N)SPM(N),Dicot,25,No,Yellow,Spring,Low,Tolerant,Moderate,ACSP2
Acer tataricum,,tatarian maple,Aceraceae,Acer,"Tree, Shrub",Perennial,L48(I),Dicot,,,,,,,,ACTA80
Achyranthes aspera,Achyranthes canescens,devil's horsewhip,Amaranthaceae,Achyranthes,"Subshrub, Forb/herb","Perennial, AN",L48(I)HI(I)PR(I)VI(I),Dicot,,,,,,,,"ACAS,ACCA37"
Achyranthes indica,Achyranthes aspera var. aspera; Centrostachys aspera; Centrostachys indica,devil's horsewhip,Amaranthaceae,Achyranthes,"Subshrub, Forb/herb","Annual, Perennial",L48(I)HI(I)PR(I)VI(I),Dicot,,,,,,,,ACASA
Achyranthes aspera var. pubescens,,devil's horsewhip,Amaranthaceae,Achyranthes,"Forb/herb, Subshrub","Perennial, AN",L48(I)HI(I)PR(I),Dicot,,,,,,,,ACASP
Achyranthes mutica,Achyranthes nelsonii,blunt chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),Dicot,,,,,,,,ACMU2
Achyranthes splendens,,Maui chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),Dicot,,,,,,,,ACSP3
Achyranthes atollensis,Achyranthes splendens var. atollensis,,Amaranthaceae,Achyranthes,Shrub,Perennial,L48(N)HI(N),Dicot,,,,,,,,ACSPA2
Achyranthes splendens var. reflecta,Achyranthes splendens var. rotundata,Maui chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),Dicot,,,,,,,,ACSPR2
Achyranthes splendens var. splendens,,Maui chaff flower,Amaranthaceae,Achyranthes,Shrub,Perennial,HI(N),Dicot,,,,,,,,ACSPS
Acisanthera quadrata,Acisanthera acisanthera,dustseed,Melastomataceae,Acisanthera,"Forb/herb, Subshrub","Annual, Perennial",PR(N),Dicot,,,,,,,,ACQU
Acleisanthes acutifolia,,needletip trumpets,Nyctaginaceae,Acleisanthes,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,ACAC
Acleisanthes anisophylla,,obliqueleaf trumpets,Nyctaginaceae,Acleisanthes,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,ACAN2
Acleisanthes crassifolia,,Texas trumpets,Nyctaginaceae,Acleisanthes,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,ACCR
Acleisanthes longiflora,,angel's trumpets,Nyctaginaceae,Acleisanthes,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,ACLO2
Acleisanthes wrightii,,Wright's trumpets,Nyctaginaceae,Acleisanthes,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,ACWR3
Acnistus arborescens,Dunalia arborescens,hollowheart,Solanaceae,Acnistus,"Tree, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,ACAR
Acoelorraphe wrightii,Paurotis wrightii; Acoelorrhaphe wrightii; Acoelorrhaphe arborescens,Everglades palm,Arecaceae,Acoelorraphe,"Shrub, Tree",Perennial,L48(N),Monocot,,,,,,,,ACWR4
Acourtia microcephala,Perezia microcephala,sacapellote,Asteraceae,Acourtia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,ACMI3
Acrocomia media,,grugru palm,Arecaceae,Acrocomia,Tree,Perennial,PR(N)VI(N),Monocot,,,,,,,,ACME2
Acrocomia totai,,grugru palm,Arecaceae,Acrocomia,Tree,Perennial,L48(I),Monocot,,,,,,,,ACTO5
Actinidia chinensis,,kiwi,Actinidiaceae,Actinidia,"Shrub, Vine",Perennial,L48(I),Dicot,,,,,,,,ACCH5
Adansonia digitata,,baobab,Bombacaceae,Adansonia,Tree,Perennial,PR(I),Dicot,,,,,,,,ADDI3
Adelia ricinella,Ricinella ricinella,wild lime,Euphorbiaceae,Adelia,"Tree, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,ADRI
Adelia vaseyi,,Vasey's wild lime,Euphorbiaceae,Adelia,Shrub,Perennial,L48(N),Dicot,,,,,,,,ADVA
Adenanthera pavonina,,red beadtree,Fabaceae,Adenanthera,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),Dicot,,,,,,,,ADPA
Adenophyllum cooperi,Dyssodia cooperi,Cooper's dogweed,Asteraceae,Adenophyllum,Subshrub,Perennial,L48(N),Dicot,,,,,,,,ADCO2
Adenophyllum porophylloides,Dyssodia porophylloides,San Felipe dogweed,Asteraceae,Adenophyllum,Subshrub,Perennial,L48(N),Dicot,,,,,,,,ADPO
Adenophyllum porophyllum,Dyssodia porophylla; Pteronia porophylla,poreleaf dogweed,Asteraceae,Adenophyllum,Subshrub,Perennial,L48(N),Dicot,,,,,,,,ADPO2
Adenostoma fasciculatum,,chamise,Rosaceae,Adenostoma,Shrub,Perennial,L48(N),Dicot,10,Yes,White,Mid Spring,High,Intolerant,Moderate,ADFA
Adenostoma fasciculatum var. fasciculatum,,chamise,Rosaceae,Adenostoma,Shrub,Perennial,L48(N),Dicot,,,,,,,,ADFAF
Adenostoma fasciculatum var. obtusifolium,,chamise,Rosaceae,Adenostoma,Shrub,Perennial,L48(N),Dicot,,,,,,,,ADFAO
Adenostoma sparsifolium,,redshank,Rosaceae,Adenostoma,"Tree, Shrub",Perennial,L48(N),Dicot,,,,,,,,ADSP
Adolphia californica,,California prickbush,Rhamnaceae,Adolphia,Shrub,Perennial,L48(N),Dicot,,,,,,,,ADCA2
Adolphia infesta,,junco,Rhamnaceae,Adolphia,Shrub,Perennial,L48(N),Dicot,,,,,,,,ADIN
Aegiphila elata,,tall spiritweed,Verbenaceae,Aegiphila,"Shrub, Vine",Perennial,L48(N)PR(N),Dicot,,,,,,,,AEEL
Aegiphila integrifolia,,entireleaf spiritweed,Verbenaceae,Aegiphila,"Tree, Shrub",Perennial,VI(I?),Dicot,,,,,,,,AEIN5
Aegiphila martinicensis,Aegiphila martinicensis var. oligoneura,Caribbean spiritweed,Verbenaceae,Aegiphila,"Tree, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,AEMA
Aeonium arboreum,Aeonium arboreum var. arboreum,tree aenium,Crassulaceae,Aeonium,Subshrub,Perennial,L48(I),Dicot,,,,,,,,AEAR4
Aeonium haworthii,,Haworth's aeonium,Crassulaceae,Aeonium,Shrub,Perennial,L48(I),Dicot,,,,,,,,AEHA2
Aeschynomene americana,Aeschynomene americana var. glandulosa,shyleaf,Fabaceae,Aeschynomene,"Forb/herb, Subshrub",Perennial,L48(N)PR(N)VI(I),Dicot,,,,,,,,AEAM
Aeschynomene gracilis,Aeschynomene portoricensis,Puerto Rico jointvetch,Fabaceae,Aeschynomene,"Subshrub, Forb/herb",Perennial,PR(N),Dicot,,,,,,,,AEGR
Aeschynomene pratensis,,meadow jointvetch,Fabaceae,Aeschynomene,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Dicot,,,,,,,,AEPR
Aeschynomene sensitiva,,sensitive jointvetch,Fabaceae,Aeschynomene,"Subshrub, Forb/herb",Perennial,PR(N)VI(N),Dicot,,,,,,,,AESE2
Aeschynomene sensitiva var. hispidula,,sensitive jointvetch,Fabaceae,Aeschynomene,"Subshrub, Shrub",Perennial,,Dicot,,,,,,,,AESEH
Aeschynomene sensitiva var. sensitiva,,sensitive jointvetch,Fabaceae,Aeschynomene,"Forb/herb, Subshrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,AESES
Aesculus ×arnoldiana,,Arnold buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(I),Dicot,,,,,,,,AEAR5
Aesculus ×bushii,Aesculus ×mississippiensis,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AEBU
Aesculus ×carnea,,red horse-chestnut,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AECA2
Aesculus ×hybrida,,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AEHY
Aesculus ×marylandica,,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AEMA2
Aesculus ×mutabilis,Aesculus ×harbisonii,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AEMU
Aesculus ×neglecta,Aesculus ×glaucescens,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AENE
Aesculus dupontii,Aesculus ×worlitzensis,buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AEWO
Aesculus californica,,California buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),Dicot,25,No,White,Summer,High,Intermediate,Long,AECA
Aesculus flava,Aesculus octandra; Aesculus octandra var. vestita; Aesculus octandra var. virginica,yellow buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),Dicot,65,No,Yellow,Late Spring,Low,Tolerant,Long,AEFL
Aesculus glabra,,Ohio buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N)CAN(N),Dicot,68,No,Green,Mid Spring,Medium,Tolerant,Short,AEGL
Aesculus arguta,Aesculus glabra var. arguta; Aesculus glabra var. buckleyi,Ohio buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N),Dicot,,,,,,,,AEGLA
Aesculus glabra var. glabra,Aesculus glabra var. pallida; Aesculus glabra var. micrantha; Aesculus glabra var. monticola; Aesculus glabra var. sargentii; Aesculus glabra var. leucodermis,Ohio buckeye,Hippocastanaceae,Aesculus,Tree,Perennial,L48(N)CAN(N),Dicot,,,,,,,,AEGLG
Aesculus hippocastanum,,horse chestnut,Hippocastanaceae,Aesculus,Tree,Perennial,L48(I)CAN(I),Dicot,,,,,,,,AEHI
Aesculus parviflora,,bottlebrush buckeye,Hippocastanaceae,Aesculus,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,AEPA2
Aesculus pavia,,red buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N)CAN(I),Dicot,25,No,Red,Late Spring,Low,Tolerant,Long,AEPA
Aesculus pavia var. flavescens,,red buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),Dicot,,,,,,,,AEPAF
Aesculus austrina,Aesculus discolor; Aesculus splendens; Aesculus pavia var. pavia; Aesculus pavia var. discolor; Aesculus discolor var. mollis,red buckeye,Hippocastanaceae,Aesculus,"Shrub, Tree",Perennial,L48(N)CAN(I),Dicot,,,,,,,,AEPAP
Aesculus sylvatica,Aesculus georgiana; Aesculus sylvatica var. lanceolata,painted buckeye,Hippocastanaceae,Aesculus,"Tree, Shrub",Perennial,L48(N),Dicot,65,No,Yellow,Mid Spring,Low,Intermediate,Long,AESY
Agarista populifolia,Leucothoe walteri; Leucothoe acuminata; Andromeda populifolia; Leucothoe populifolia,Florida hobblebush,Ericaceae,Agarista,Shrub,Perennial,L48(N),Dicot,,,,,,,,AGPO2
Agastache breviflora,,Trans-Pecos giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGBR
Agastache cana,,mosquito plant,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGCA
Agastache cusickii,Agastache cusickii var. parva,Cusick's giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGCU
Agastache foeniculum,Agastache anethiodora,blue giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,AGFO
Agastache mearnsii,Agastache pallidiflora ssp. mearnsii,San Luis Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGME2
Agastache micrantha,Cedronella micrantha,white giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGMI
Agastache nepetoides,,yellow giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,AGNE2
Agastache occidentalis,,western giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGOC
Agastache pallida,Agastache barberi,pale giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,AGPA11
Agastache pallidiflora,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPA
Agastache pallidiflora ssp. neomexicana,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,AGPAN
Agastache breviflora var. havardii,Agastache neomexicana ssp. havardii; Agastache pallidiflora ssp. havardii; Agastache pallidiflora ssp. neomexicana var. havardii,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPAH3
Agastache neomexicana,Agastache pallidiflora ssp. neomexicana var. neomexicana,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPAN2
Agastache pallidiflora ssp. pallidiflora,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPAP2
Agastache pallidiflora ssp. pallidiflora var. gilensis,,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPAG3
Agastache greenei,Agastache pallidiflora ssp. pallidiflora var. greenei,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,AGPAG4
Agastache pallidiflora ssp. typica,Agastache pallidiflora ssp. pallidiflora var. pallidiflora,Bill Williams Mountain giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPAP4
Agastache parvifolia,,smallleaf giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,2.0,No,Red,Late Spring,High,Intolerant,Moderate,AGPA2
Agastache pringlei,,Pringle's giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPR3
Agastache verticillata,Agastache pringlei var. verticillata,Pringle's giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGPRV
Agastache rupestris,,threadleaf giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGRU
Agastache scrophulariifolia,Agastache scrophulariifolia var. mollis,purple giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,AGSC
Agastache urticifolia,,nettleleaf giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),Dicot,5.0,No,Red,Late Spring,Low,Intermediate,Long,AGUR
Agastache urticifolia var. glaucifolia,,nettleleaf giant hyssop,Lamiaceae,Agastache,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGURG
Agastache urticifolia var. urticifolia,,nettleleaf giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,AGURU
Agastache wrightii,,Sonoran giant hyssop,Lamiaceae,Agastache,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,AGWR
Agathis robusta,,Queensland kauri,Araucariaceae,Agathis,Tree,Perennial,PR(I),Gymnosperm,,,,,,,,AGRO6
Agave ×ajoensis,,agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGAJ
Agave arizonica,Agave ×arizonica,Arizona century plant,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGAR8
Agave americana,,American century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N)HI(I)VI(I),Monocot,6.0,Yes,Yellow,Indeterminate,High,Intolerant,Long,AGAM
Agave americana var. striata,Agave americana ssp. americana; Agave americana var. marginata; Agave americana var. mediopicta,American century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N)HI(I)VI(I),Monocot,,,,,,,,AGAMA
Agave americana ssp. americana var. americana,,American century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N)HI(I)VI(I),Monocot,,,,,,,,AGAMA2
Agave americana ssp. americana var. expansa,,American century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGAME
Agave americana ssp. protamericana,,American century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGAMP
Agave asperrima,,rough century plant,Agavaceae,Agave,"Shrub, Subshrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGAS3
Agave attenuata,,,Agavaceae,Agave,Shrub,Perennial,L48(I),Monocot,,,,,,,,AGAT2
Agave chrysantha,Agave palmeri var. chrysantha,goldenflower century plant,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGCH2
Agave decipiens,,false sisal,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGDE3
Agave delamateri,,Tonto Basin century plant,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGDE10
Agave deserti,,desert agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGDE
Agave consociata,Agave deserti ssp. deserti,desert agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGDED
Agave deserti ssp. simplex,Agave deserti var. simplex,desert agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGDES
Agave desmettiana,,dwarf century plant,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(I),Monocot,,,,,,,,AGDE4
Agave eggersiana,,Eggers' century plant,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,VI(N),Monocot,,,,,,,,AGEG
Agave chisosensis,Agave glomeruliflora,Chisos Mountain century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGGL2
Agave gracilipes,,slimfoot century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGGR4
Agave havardiana,,Havard's century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGHA
Agave lechuguilla,Agave lophantha var. poselgeri,lechuguilla,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGLE
Agave minor,,Proctor's agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,PR(N),Monocot,,,,,,,,AGMI8
Agave missionum,Agave portoricensis,corita,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,PR(N)VI(N),Monocot,,,,,,,,AGMI4
Agave murpheyi,,Murphey's century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGMU
Agave neglecta,,wild century plant,Agavaceae,Agave,"Shrub, Subshrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGNE3
Agave palmeri,,Palmer's century plant,Agavaceae,Agave,"Shrub, Subshrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGPA3
Agave parryi,,Parry's agave,Agavaceae,Agave,"Forb/herb, Subshrub, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGPA4
Agave neomexicana,Agave parryi ssp. neomexicana,Parry's agave,Agavaceae,Agave,"Forb/herb, Subshrub, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGPAN6
Agave scabra,Agave huachucensis; Agave parryi ssp. parryi; Agave parryi var. couesii; Agave parryi var. huachucensis,Parry's agave,Agavaceae,Agave,"Forb/herb, Subshrub, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGPAP5
Agave parviflora,,smallflower century plant,Agavaceae,Agave,"Shrub, Subshrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGPA5
Agave phillipsiana,,Grand Canyon century plant,Agavaceae,Agave,"Forb/herb, Subshrub, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGPH
Agave rigida,,,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,,Monocot,,,,,,,,AGRI6
Agave rigida var. rigida,,,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,,Monocot,,,,,,,,AGRIR
Agave schottii,,Schott's century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGSC3
Agave schottii var. schottii,,Schott's century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGSCS2
Agave schottii var. treleasei,,Trelease's century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGSCT
Agave shawii,,coastal agave,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGSH
Agave sisalana,Agave rigida var. sisalana,sisal hemp,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(I)HI(I)PR(I)VI(I),Monocot,,,,,,,,AGSI2
Agave toumeyana,,Toumey's century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGTO
Agave toumeyana var. bella,Agave toumeyana ssp. bella,Toumey's century plant,Agavaceae,Agave,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGTOB
Agave toumeyana var. toumeyana,,Toumey's century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(N),Monocot,,,,,,,,AGTOT
Agave lophantha,Agave univittata; Agave mckelveyana; Agave heteracantha,McKelvey's century plant,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGUN2
Agave utahensis,,Utah agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,1.0,Yes,Yellow,Mid Spring,High,Intolerant,Moderate,AGUT
Agave utahensis var. eborispina,,Utah agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGUTE
Agave kaibabensis,Agave utahensis var. kaibabensis; Agave utahensis ssp. kaibabensis,Kaibab agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGUTK
Agave utahensis var. nevadensis,,Nevada agave,Agavaceae,Agave,"Forb/herb, Shrub, Subshrub",Perennial,L48(N),Monocot,,,,,,,,AGUTN
Agave utahensis var. utahensis,,Utah agave,Agavaceae,Agave,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),Monocot,,,,,,,,AGUTU
Agave weberi,,Weber's century plant,Agavaceae,Agave,"Subshrub, Forb/herb, Shrub",Perennial,L48(I),Monocot,,,,,,,,AGWE
Ageratina adenophora,Eupatorium fernaldii; Eupatorium adenophorum; Eupatorium glandulosum; Eupatorium petaloideum; Eupatorium album var. album; Eupatorium album var. glandulosum,sticky snakeroot,Asteraceae,Ageratina,"Subshrub, Forb/herb",Perennial,L48(I)HI(I),Dicot,,,,,,,,"AGAD2,EUALA"
Ageratina havanensis,Eupatorium texense; Eupatorium havanense,Havana snakeroot,Asteraceae,Ageratina,Shrub,Perennial,L48(N),Dicot,,,,,,,,AGHA4
Ageratina herbacea,Eupatorium herbaceum,fragrant snakeroot,Asteraceae,Ageratina,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGHE5
Ageratina occidentalis,Eupatorium occidentale,western snakeroot,Asteraceae,Ageratina,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,AGOC2
Ageratina resiniflua,Eupatorium resinifluum,resinous snakeroot,Asteraceae,Ageratina,Shrub,Perennial,PR(N),Dicot,,,,,,,,AGRE3
Ageratina riparia,Eupatorium riparium,spreading snakeroot,Asteraceae,Ageratina,"Subshrub, Shrub",Perennial,HI(I),Dicot,,,,,,,,AGRI2
Ageratina rothrockii,Eupatorium rothrockii,Rothrock's snakeroot,Asteraceae,Ageratina,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGRO5
Ageratina shastensis,Eupatorium shastense,Shasta snakeroot,Asteraceae,Ageratina,Subshrub,Perennial,L48(N),Dicot,,,,,,,,AGSH2
Ageratina wrightii,Eupatorium wrightii,Wright's snakeroot,Asteraceae,Ageratina,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,AGWR2
Ageratum corymbosum,Ageratum guatemalense,flat-top whiteweed,Asteraceae,Ageratum,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,AGCO2
Aglaia mariannensis,,,Meliaceae,Aglaia,Tree,Perennial,L48(N),Dicot,,,,,,,,AGMA14
Agoseris aurantiaca,,orange agoseris,Asteraceae,Agoseris,"Subshrub, Forb/herb",Perennial,L48(N)AK(N)CAN(N),Dicot,1.0,No,Orange,Mid Spring,Medium,Intolerant,Short,AGAU2
Agoseris rostrata,Agoseris graminifolia; Agoseris aurantiaca var. aurantiaca; Troximon aurantiacum,orange agoseris,Asteraceae,Agoseris,"Subshrub, Forb/herb",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,AGAUA
Agoseris aurantiaca var. purpurea,Agoseris aurantiaca ssp. purpurea,orange agoseris,Asteraceae,Agoseris,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,AGAUP
Agoseris glauca,,pale agoseris,Asteraceae,Agoseris,"Forb/herb, Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,1.0,No,Yellow,Mid Spring,Medium,Intolerant,Short,AGGL
