,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornamental Winners,Agricultural Winners,Nitrogen-fixer?,family,Generic Epithet,Specific Hybrid Symbol,Specific Epithet,Section,Botanic,Infraspecific rank,Infraspecific Epithet,Cultivar Epithet,comm_ful,Conservation Status,Native range,"Habit (tree, shrub, vine)",# stems,Growth rate,Lifespan,Max Height (ft),Max Spread (ft),Leaf persistence,HABITAT,Wetland indicator,Light exposure,Soil preferences,Propagation,Root type/depth,Container Type,Transplant Time,Time to prune,Insect Pests,Disease,pH min,pH max,USDA Hardiness Zone,Salt Tolerance,Drought tolerance,Heat tolerance,"Flood Tolerance intolerant, tolerant, medium (10-30% season)",Leaf color,Fall color,flower color,Bloom time,Fruit color,Bark features,Thorns?,Fruit type,CTLA Species rating,Edible?,Wildlife value,"wildlife habitat uses            DB = high value deer browse
WB = wildlife browse
WM = wildlife mast (fruit, nut, seed)
WC = wildlife cover
",wildlife specific uses,Uses,Umass treecount
,,,Rosaceae,malus,,eleyi,,malus eleyi,,,,"crabapple, rosy",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,60,,,,,,4
,,,Rosaceae,malus,,floribunda,,malus floribunda,,,,crabapple floribunda,Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,60,,,,,,10
,,,Rosaceae,malus,,hupehensis,,malus hupehensis,,,,"crabapple, tea",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,50,,,,,,9
,,,Rosaceae,malus,,pumila,,malus pumila,,,,"crabapple, common",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,50,,,,,,1
,,,Rosaceae,malus,,purpurea,,malus purpurea,,,,"crabapple, purple",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,60,,,,,,9
,,,Rosaceae,malus,,sargentii,,malus sargentii,,,,"crabapple, sargent",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,60,,,,,,8
,,,Rosaceae,malus,,scheideckeri,,malus scheideckeri,,,,"crabapple, scheidecker",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,60,,,,,,5
,,,Rosaceae,malus,,soulardii,,malus soulardii,,,,"crabapple, soulard",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,50,,,,,,4
,,,Rosaceae,malus,,toringoides,,malus toringoides,,,,"crabapple, cutleaf",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,50,,,,,,2
,,,Rosaceae,mespilus,,germanica,,mespilus germanica,,,,"medlar, breda giant",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,1
,,,Rosaceae,physocarpus,,opulifolius,,physocarpus opulifolius,,,,"ninebark, common",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,17
,,,Rosaceae,prunus,,armeniaca,,prunus armeniaca,,,,apricot,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,1
,,,Rosaceae,prunus,,caroliniana,,prunus caroliniana,,,,"cherry, laurel",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,1
,,,Rosaceae,prunus,,cerasifera,,prunus cerasifera,,,Thundercloud,"plum, cherry or purple leaf",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,7
,,,Rosaceae,prunus,,cerasifera,,prunus cerasifera,,,,"plum, cherry or purple leaf",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,7
,,,Rosaceae,prunus,,cerasus,,prunus cerasus,,,,cherry,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,21
,,,Rosaceae,prunus,,dulcis,,prunus dulcis,,,,"almond, sweet",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,
,,,Rosaceae,prunus,,maackii,,prunus maackii,,,,"chokecherry, amur",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,1
,,,Rosaceae,prunus,,maritima,,prunus maritima,,,,beach plum,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,8
,,,Rosaceae,prunus,,pensylvanica,,prunus pensylvanica,,,,"cherry, pin",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Rosaceae,prunus,,persica,,prunus persica,,,,peach,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,1
,,,Rosaceae,prunus,,pumila,,prunus pumila,,,,"cherry, sand",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,5
,,,Rosaceae,prunus,,sargentii,,prunus sargentii,,,columnaris,"cherry, sargent",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,11
,,,Rosaceae,prunus,,sargentii,,prunus sargentii,,,,"cherry, sargent",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,11
,,,Rosaceae,prunus,,serotina,,prunus serotina,,,,"cherry, black",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,17
,,,Rosaceae,prunus,,serrulata,,prunus serrulata,,,kwanzan,"cherry, japanese flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,6
,,,Rosaceae,prunus,,serrulata,,prunus serrulata,,,,"cherry, japanese flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,6
,,,Rosaceae,prunus,,subhirtella,,prunus subhirtella,,,autumnalis,"cherry, higan",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,6
,,,Rosaceae,prunus,,subhirtella,,prunus subhirtella,,,pendula,"cherry, higan",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,6
,,,Rosaceae,prunus,,subhirtella,,prunus subhirtella,,,,"cherry, higan",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,6
,,,Rosaceae,prunus,,yedoensis,,prunus yedoensis,,,,"cherry, yoshino",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,15
,,,Rosaceae,pseudocydonia,,sinensis,,pseudocydonia sinensis,,,,quince species,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,2
,,,Rosaceae,pyracantha,,coccinea,,pyracantha coccinea,,,,"firethorn, scarlet",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,1
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,aristocrat,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,autumnblaze,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,bradford,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,capitol,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,chanticlear,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,dwarfanjou,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,fauriei,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,redspire,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,calleryana,,pyrus calleryana,,,,"pear, flowering",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Rosaceae,pyrus,,communis,,pyrus communis,,,,"pear, common",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,2
,,,Rosaceae,pyrus,,pyrifolia,,pyrus pyrifolia,,,,"pear, dwarf asian",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,4
,,,Rosaceae,pyrus,,ussuriensis,,pyrus ussuriensis,,,,"pear, ussurian",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,
,,,Rosaceae,rosa,,floribunda,,rosa floribunda,,,,english rose,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,1
,,,Rosaceae,rosa,,hugonis,,rosa hugonis,,,,father hugo rose,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,1
,,,Rosaceae,rosa,,multiflora,,rosa multiflora,,,,"rose, multiflora",Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,1
,,,Rosaceae,rosa,,rugosa,,rosa rugosa,,,,rugosa rose,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,40,,,,,,9
,,,Rosaceae,rubus,,idaeus,,rubus idaeus,,,anneyellow,ecore red raspberry,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,5
,,,Rosaceae,rubus,,idaeus,,rubus idaeus,,,encorered,ecore red raspberry,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,5
,,,Rosaceae,rubus,,idaeus,,rubus idaeus,,,fallgold,ecore red raspberry,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,5
,,,Rosaceae,rubus,,idaeus,,rubus idaeus,,,,ecore red raspberry,Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,50,,,,,,5
,,,Rosaceae,rubus,,occidentalis,,rubus occidentalis,,,,"raspberry, black",Least concern,,,,,,,,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,,,70,,,,,,1
,,,Rosaceae,sorbus,,americana,,sorbus americana,,,,"mountain ash, american",Least concern,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,50,,,,,,
,,,Rosaceae,sorbus,,aucuparia,,sorbus aucuparia,,,blackhawk,"mountain ash, european",Least concern,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,45,,,,,,1
,,,Rosaceae,sorbus,,aucuparia,,sorbus aucuparia,,,cardinalroy,"mountain ash, european",Least concern,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,45,,,,,,1
,,,Rosaceae,sorbus,,aucuparia,,sorbus aucuparia,,,,"mountain ash, european",Least concern,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,45,,,,,,1
,,,Rosaceae,sorbus,,decora,,sorbus decora,,,,"mountainash, showy",Least concern,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,45,,,,,,
,,,Rosaceae,sorbus,,quercifolia,,sorbus quercifolia,,,,"mountain ash, oak leaf",Least concern,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,45,,,,,,
,,,Rosaceae,spiraea,,species,,spiraea species,,,,spirea,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,57
,,,Rubiaceae,coffea,,arabica,,coffea arabica,,,,coffee plant,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Rubiaceae,galium,,odoratum,,galium odoratum,,,,sweet woodruff,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,1
,,,Rutaceae,citrus,,mitis,,citrus mitis,,,,calamondin orange,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,1
,,,Rutaceae,phellodendron,,amurense,,phellodendron amurense,,,macho,"corktree, amur",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,34
,,,Rutaceae,phellodendron,,amurense,,phellodendron amurense,,,,"corktree, amur",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,34
,,,Rutaceae,phellodendron,,sachalinense,,phellodendron sachalinense,,,,sachalinense corktree,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,2
,,,Rutaceae,ptelea,,trifoliata,,ptelea trifoliata,,,,hoptree,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,2
,,,Rutaceae,zanthoxylum,,fagara,,zanthoxylum fagara,,,,lime prickly ash,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Salicaceae,populus,,alba,,populus alba,,,,"poplar, white",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
,,,Salicaceae,populus,,balsamifera,,populus balsamifera,,,,"poplar, balsam",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
,,,Salicaceae,populus,,candicans,,populus candicans,,,,balm-of-gilead,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
,,,Salicaceae,populus,,deltoides,,populus deltoides,,,,"cottonwood, eastern",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,8
,,,Salicaceae,populus,,grandidentata,,populus grandidentata,,,,"aspen, bigtooth",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,13
,,,Salicaceae,populus,,nigra,,populus nigra,,,,"poplar, lombardy",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,
,,,Salicaceae,populus,,sargentii,,populus sargentii,,,,"poplar, sargent",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
,,,Salicaceae,populus,,tremuloides,,populus tremuloides,,,erecta,"aspen, quaking",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,48
,,,Salicaceae,populus,,tremuloides,,populus tremuloides,,,,"aspen, quaking",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,48
,,,Salicaceae,populus,,trichocarpa,,populus trichocarpa,,,,"cottonwood, black",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
,,,Salicaceae,salix,,alba,,salix alba,,,tristis,"willow, white",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,7
,,,Salicaceae,salix,,alba,,salix alba,,,,"willow, white",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,7
,,,Salicaceae,salix,,babylonica,,salix babylonica,,,,"willow, weeping",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,1
,,,Salicaceae,salix,,caprea,,salix caprea,,,,"willow, goat",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,50,,,,,,
,,,Salicaceae,salix,,gracilistyla,,salix gracilistyla,,,,pussy willow,Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,50,,,,,,
,,,Salicaceae,salix,,integra,,salix integra,,,,"willow, dappled",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,1
,,,Salicaceae,salix,,matsudana,,salix matsudana,,,,"willow, corkscrew",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,1
,,,Salicaceae,salix,,nigra,,salix nigra,,,,"willow, black",Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,2
,,,Salicaceae,salix,,species,,salix species,,,,willow,Least concern,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,40,,,,,,2
,,,Sapindaceae,acer,,saccharinum,,acer saccharinum,,,silverqueen,"maple, silver",Least concern,,,,,,70,45,deciduous,,"FAC (Arid West), FAC (Atlantic and Gulf Coastal Plain), FAC (Western Mountains, Valleys, and Coast), FAC (Great Plains), FACW (Eastern Mountains and Piedmont), FACW (Midwest), FACW (Northcentral & Northeast)",,,,,,,,,,6,7.5,,,,,,,,,,,,,,50,,,,,,25
,,,Sapindaceae,acer,,buergerianum,,acer buergerianum,,,,"maple, trident",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,65,,,,,,2
,,,Sapindaceae,acer,,ginnala,,acer ginnala,,,,"maple, amur",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,75,,,,,,2
,,,Sapindaceae,acer,,miyabei,,acer miyabei,,,,"maple, miyabei state street",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,green,yellow,greenish yellow,midSpring,,,,,80,,,,,,6
,,,Sapindaceae,acer,,negundo,,acer negundo,,,,"maple, boxelder",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,30,,,,,,6
,,,Sapindaceae,acer,,nigrum,,acer nigrum,,,,"maple, black",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,70,,,,,,2
,,,Sapindaceae,acer,,pseudoplatanus,,acer pseudoplatanus,,,,"maple, sycamore",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,55,,,,,,
,,,Sapindaceae,acer,,species,,acer species,,,,maple species,Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,75,,,,,,1
,,,Sapindaceae,acer,,triflorum,,acer triflorum,,,,"maple, three flower",Least concern,,,,,,,,,,,,,,,,,,,,6,7.5,,,,,,,,,,,,,,75,,,,,,12
,,,Sapindaceae,aesculus,x,carnea,,aesculus carnea,,,Briotii,"horsechestnut, red",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,6
,,,Sapindaceae,aesculus,,carnea,,aesculus carnea,,,,"horsechestnut, red",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,6
,,,Sapindaceae,aesculus,,octandra,,aesculus octandra,,,,"buckeye, yellow",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,
,,,Sapindaceae,aesculus,,parviflora,,aesculus parviflora,,,,"buckeye, bottlebrush",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,57
,,,Sapindaceae,aesculus,,pavia,,aesculus pavia,,,,"buckeye, red",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,
,,,Sapindaceae,koelreuteria,,paniculata,,koelreuteria paniculata,,,,golden raintree,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,3
,,,Sapotaceae,manilkara,,zapota,,manilkara zapota,,,,sapodilla,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,1
*,,,Sciadopityaceae,sciadopitys,,verticillata,,sciadopitys verticillata,,,,"pine, japanese umbrella",Near-threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,5
,,,Scrophulariaceae,buddleia,,davidii,,buddleia davidii,,,,butterfly bush,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,8
,,,Simaroubaceae,ailanthus,,altissima,,ailanthus altissima,,,,tree of heaven,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,3
,,,Strelitziaceae,strelitzia,,nicolai,,strelitzia nicolai,,,,white bird-of-paradise,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,1
,,,Strelitziaceae,strelitzia,,reginae,,strelitzia reginae,,,,bird of paradise,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,1
*,,,Styracaceae,halesia,,tetraptera,,halesia tetraptera,,,,"silverbell, carolina",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,10
,,,Styracaceae,styrax,,japonicus,,styrax japonicus,,,obassia,"snowbell, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,4
,,,Styracaceae,styrax,,japonicus,,styrax japonicus,,,,"snowbell, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,4
,,,Taxaceae,taxus,,cuspidata,,taxus cuspidata,,,,"yew, upright",Least concern,,,,,,,,evergreen,,,,,,,,,,,,6,7,,,,,,,,,,,,,,70,,,,,,158
,,,Theaceae,camellia,,japonica,,camellia japonica,,,albaplena,japanese camellia,Least concern,,,,,,,,evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Theaceae,camellia,,japonica,,camellia japonica,,,jarvisred,japanese camellia,Least concern,,,,,,,,evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Theaceae,camellia,,japonica,,camellia japonica,,,monjisu,japanese camellia,Least concern,,,,,,,,evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Theaceae,camellia,,japonica,,camellia japonica,,,napoleon,japanese camellia,Least concern,,,,,,,,evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Theaceae,camellia,,japonica,,camellia japonica,,,,japanese camellia,Least concern,,,,,,,,evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
*,,,Theaceae,franklinia,,alatamaha,,franklinia alatamaha,,,,franklintree,Extinct in the wild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,4
,,,Theaceae,stewartia,,pseudocamellia,,stewartia pseudocamellia,,,,"stewartia, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,29
,,,Ulmaceae,ulmus,,alata,,ulmus alata,,,,winged elm,Least concern,,,1,fast,,30 - 40,,deciduous,wetland,,part shade,,seed,,,,,Dutch elm disease,,,,,,yes,,,green,yellow,,spring,,,corky twigs,samara,85,,"birds, small mammals, insects",,,,1
,,,Ulmaceae,ulmus,,carpinifolia,,ulmus carpinifolia,,,christine buisman,"elm, smoothleaf",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,4
,,,Ulmaceae,ulmus,,carpinifolia,,ulmus carpinifolia,,,pioneer,"elm, smoothleaf",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,4
,,,Ulmaceae,ulmus,,carpinifolia,,ulmus carpinifolia,,,regal,"elm, smoothleaf",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,4
,,,Ulmaceae,ulmus,,carpinifolia,,ulmus carpinifolia,,,,"elm, smoothleaf",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,4
,,,Ulmaceae,ulmus,,glabra,,ulmus glabra,,,camperdownii,"elm, scotch",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,
,,,Ulmaceae,ulmus,,glabra,,ulmus glabra,,,,"elm, scotch",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,
,,,Ulmaceae,ulmus,,japonica,,ulmus japonica,,,,"elm, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,27
,,,Ulmaceae,ulmus,,minor,,ulmus minor,,,,"elm, field",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,6
,,,Ulmaceae,ulmus,,parvifolia,,ulmus parvifolia,,,allee,"elm, lacebark",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,13
,,,Ulmaceae,ulmus,,parvifolia,,ulmus parvifolia,,,athena,"elm, lacebark",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,13
,,,Ulmaceae,ulmus,,procera,,ulmus procera,,,,"elm, english",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,
,,,Ulmaceae,ulmus,,pumila,,ulmus pumila,,,,"elm, siberian",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,7
,,,Ulmaceae,ulmus,,rubra,,ulmus rubra,,,,"elm, red",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,
,,,Ulmaceae,zelkova,,serrata,,zelkova serrata,,,greenvase,"zelkova, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,21
,,,Ulmaceae,zelkova,,serrata,,zelkova serrata,,,villagegreen,"zelkova, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,21
,,,Ulmaceae,zelkova,,serrata,,zelkova serrata,,,,"zelkova, japanese",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,21
,,,unknown,unknown,,,,unknown,,,,unknown,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,484
,,,Violaceae,viola,,labradorica,,viola labradorica,,,,labrador violet,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,2
,,,Vitaceae,parthenocissus,,quinquefolia,,parthenocissus quinquefolia,,,,virginia creeper,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,5
,,,Vitaceae,parthenocissus,,tricuspidata,,parthenocissus tricuspidata,,,,"ivy, boston",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,4
,,,Vitaceae,vitis,,labrusca,,vitis labrusca,,,,"grape, concord",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,
,,,Vitaceae,vitis,,vinifera,,vitis vinifera,,,,"grape, marquis",Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
,,,Zamiaceae,encephalartos,,altensteinii,,encephalartos altensteinii,,,,prickly cycad,Vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,1
,,,,,,,,Pyrus ussuriensis var. hondoensis,,,,,,,,,,,,,1,,,,,,,,fall,,,,,,,,,,,,,,,,,,,,,,,,,
