scientific_name,common_name,synonyms,family,genus,growth_habit,height_mature_ft,catalog_source
Chamaecyparis thyoides 'Andelyensis',Form of Whitecedar,|Chamaecyparis thyoides forma andelyensis|,Cupressaceae,Chamaecyparis,Shrub,2.6,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis thyoides 'Conica',,|Chamaecyparis thyoides 'Andelyensis Conica'|,Cupressaceae,Chamaecyparis,Tree,6.5,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis thyoides 'Ericoides',Heath Whitecedar,|Chamaecyparis thyoides forma ericoides|,Cupressaceae,Chamaecyparis,Shrub,10.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis thyoides 'Qiana',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaedaphne calyculata,Leatherleaf,|Cassandra calyculata|Chamaedaphne calyculata var. angustifolia|Chamaedaphne calyculata var. latifolia|Chamaedaphne calyculata var. nana|,Ericaceae,Chamaedaphne,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaedaphne calyculata 'Compacta Nana',Cultivar of Chamaedaphne,,Ericaceae,Chamaedaphne,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaedaphne calyculata 'Verdant',Cultivar of Leatherleaf,,Ericaceae,Chamaedaphne,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaedaphne calyculata var. angustifolia,Leatherleaf,|Chamaedaphne calyculata 'Angustifolia'|Chamaedaphne calyculata|,Ericaceae,Chamaedaphne,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chasmanthium latifolium,Wild Oats,,Poaceae,Chasmanthium,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Chimonanthus praecox,,|Chimonanthus yunnanensis|Chimonanthus praecox var. concolor|,Calycanthaceae,Chimonanthus,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Chimonanthus zhejiangensis,,,Calycanthaceae,Chimonanthus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chionanthus retusus,Chinese Fringetree,,Oleaceae,Chionanthus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chionanthus retusus (selection),Cultivar of Chinese Fringetree,,Oleaceae,Chionanthus,Shrub,14.2,Arnold Arboretum living collection (Arboretum Explorer)
Chionanthus virginicus,White Fringetree,|Chionanthus virginicus var. maritimus|,Oleaceae,Chionanthus,Tree,16.4,Arnold Arboretum living collection (Arboretum Explorer)
Chosenia arbutifolia,,|Chosenia bracteosa|Chosenia eucalyptoides|Chosenia macrolepis|Salix arbutifolia|,Salicaceae,Chosenia,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chrysolepis chrysophylla,Giant Golden Chinkapin,,Fagaceae,Chrysolepis,Intermediate (shrub/tree),2.2,Arnold Arboretum living collection (Arboretum Explorer)
Chrysolepis sempervirens,Bush Chinquapin,|Castanopsis sempervirens|,Fagaceae,Chrysolepis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cimicifuga japonica,,,Ranunculaceae,Cimicifuga,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Cimicifuga racemosa,Black Snakeroot,,Ranunculaceae,Cimicifuga,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Cissus trifoliata,Marine Ivy,|Cissus incisa|,Vitaceae,Cissus,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Cladrastis kentukea,American Yellowwood,|Cladrastis lutea|,Fabaceae,Cladrastis,Tree,62.6,Arnold Arboretum living collection (Arboretum Explorer)
Cladrastis kentukea 'Perkins Pink',Cultivar of American Yellowwood,|Cladrastis kentukea var. rosea|,Fabaceae,Cladrastis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cladrastis kentukea 'Sweetshade',Cultivar of American Yellowwood,,Fabaceae,Cladrastis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Betty Corning',Cultivar of Clematis,|Clematis viticella 'Betty Corning'|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Blue Dancer',Cultivar of Clematis,|Clematis alpina 'Blue Dancer'|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Comtesse de Bouchard',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Emilia Plater',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Ernest Markham',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Guernsey Cream',Cultivar of Clematis,,Ranunculaceae,Clematis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'John Huxtable',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Marie Boisselot',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Multi Blue',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Paul Farges',Cultivar of Clematis,|Clematis 'Fargesioides'|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Polish Spirit',,|Clematis viticella 'Polish Spirit'|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Prince Charles',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Roguchi',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Starfish',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Ville de Lyon',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis 'Westerplatte',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Clematis (Tangutica Group) 'Engelina',Cultivar of Clematis,|Clematis 'My Angel'|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis [Artic Queen] = 'Evitwo',Arctic Queen Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis albicoma,White-haired leather flower,,Ranunculaceae,Clematis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis alpina 'Helsingborg',Cultivar of Alpine Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis alpina 'Pink Flamingo',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis apiifolia,Three-Leaved Clematis,,Ranunculaceae,Clematis,Vine,1.3,Arnold Arboretum living collection (Arboretum Explorer)
Clematis argentilucida,,|Clematis apiifolia var. argentilucida|,Ranunculaceae,Clematis,Vine,0.7,Arnold Arboretum living collection (Arboretum Explorer)
Clematis chinensis,Chinese Clematis,,Ranunculaceae,Clematis,Vine,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Clematis columbiana var. columbiana,Rock Clematis,|Clematis pseudoalpina|,Ranunculaceae,Clematis,Vine,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Clematis fargesii,Farges Clematis,|Clematis potaninii|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis fujisanensis,,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis heracleifolia,Hyacinth-flower Clematis,|Clematis heracleifolia var. davidiana|Clematis heracleifolia var. ichangensis|Clematis tubulosa|,Ranunculaceae,Clematis,Vine,1.5,Arnold Arboretum living collection (Arboretum Explorer)
Clematis hexapetala,,|Clematis angustifolia|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis japonica,Japanese Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis koreana,Korean Clematis,,Ranunculaceae,Clematis,Vine,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Clematis macropetala 'Bluebird',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis macropetala 'Markham's Pink',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis montana 'Elizabeth',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis montana 'Mayleen',Cultivar of Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis montana var. rubens,,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis ochroleuca,Curly-heads,,Ranunculaceae,Clematis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis orientalis,Eastern Clematis,|Clematis orientalis var. latifolia|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis patens,,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis pitcheri,Bellflower Clematis,|Clematis pitcheri var. lasiostylis|Clematis pitcheri var. sargentii|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis potaninii,,|Clematis fargesii|,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis recta,Ground Clematis,,Ranunculaceae,Clematis,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis recta 'Purpurea',Cultivar of Ground Clematis,,Ranunculaceae,Clematis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis recta var. mandshurica,Manchurian Ground Clematis,|Clematis mandshurica|,Ranunculaceae,Clematis,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Clematis shenlungchiaensis,,,Ranunculaceae,Clematis,Vine,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Clematis sp.,Clematis,,Ranunculaceae,Clematis,Vine,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Clematis stans,,|Clematis lavallei|,Ranunculaceae,Clematis,Shrub,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Clematis terniflora,,|Clematis maximowicziana|Clematis paniculata|Clematis dioscoreifolia|Clematis dioscoreifolia var. robusta|,Ranunculaceae,Clematis,Vine,2.0,Arnold Arboretum living collection (Arboretum Explorer)
Clematis texensis,Scarlet Clematis,,Ranunculaceae,Clematis,Shrub,1.7,Arnold Arboretum living collection (Arboretum Explorer)
Clematis texensis 'Duchess of Albany',Cultivar of Scarlet Clematis,,Ranunculaceae,Clematis,Vine,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Clematis tibestica,Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis viorna,Leather Flower,|Clematis gattingeri|,Ranunculaceae,Clematis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis virginiana,Virgin's Bower,,Ranunculaceae,Clematis,Vine,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Clematis vitalba,Pilgrim's Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis x durandii,Hybrid Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematis x jackmanii 'Victoria',Cultivar of Jackman Clematis,,Ranunculaceae,Clematis,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Clematoclethra lasioclada,,|Clematoclethra scandens ssp. actinidioides|,Actinidiaceae,Clematoclethra,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clerodendrum trichotomum,Harlequin Glorybower,|Clerodendron trichotomum|,Lamiaceae,Clerodendrum,Tree,13.1,Arnold Arboretum living collection (Arboretum Explorer)
Clethra acuminata,Mountain Sweet Pepperbush,,Clethraceae,Clethra,Shrub,12.5,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia,Sweet Pepper Bush,|Clethra alnifolia var. michauxii|,Clethraceae,Clethra,Shrub,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Anne Bidwell',Cultivar of Sweet Pepper Bush,,Clethraceae,Clethra,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Compacta',Cultivar of Clethra,,Clethraceae,Clethra,,,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Fern Valley Pink',,,Clethraceae,Clethra,,,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Hokie Pink',Cultivar of Summersweet,,Clethraceae,Clethra,Intermediate (shrub/tree),6.6,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Hummingbird',Cultivar of Summersweet,,Clethraceae,Clethra,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Hummingbird' x 'Anne Bidwell',Hybrid of Sweet Pepper Bush,,Clethraceae,Clethra,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Paniculata',,,Clethraceae,Clethra,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Pink Spires',,,Clethraceae,Clethra,Shrub,0.8,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia 'Ruby Spice',Cultivar of Summersweet,|Clethra alnifolia 'Connecticut Pink'|,Clethraceae,Clethra,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia var. alnifolia,Summersweet,,Clethraceae,Clethra,Shrub,10.5,Arnold Arboretum living collection (Arboretum Explorer)
Clethra alnifolia var. alnifolia 'Rosea',Cultivar of Sweet Pepper Bush,|Clethra alnifolia forma rosea|,Clethraceae,Clethra,Shrub,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Clethra barbinervis,Japanese Clethra,,Clethraceae,Clethra,Intermediate (shrub/tree),18.4,Arnold Arboretum living collection (Arboretum Explorer)
Clethra barbinervis 'Candelabra',Cultivar of Japanese Clethra,,Clethraceae,Clethra,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Clethra barbinervis x fargesii,Hybrid Summersweet,,Clethraceae,Clethra,Shrub,9.8,Arnold Arboretum living collection (Arboretum Explorer)
Clethra fargesii,Chinese Summersweet,,Clethraceae,Clethra,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Clethra sp.,,,Clethraceae,Clethra,Intermediate (shrub/tree),21.3,Arnold Arboretum living collection (Arboretum Explorer)
Clethra tomentosa,Downy Sweet Pepperbush,|Clethra alnifolia var. tomentosa|Clethra alnifolia var. pubescens|,Clethraceae,Clethra,Shrub,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Clinopodium nepeta,,|Calamintha nepeta|,Lamiaceae,Clinopodium,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Cocculus carolinus,Red-Berried Moonseed,,Menispermaceae,Cocculus,Vine,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Cocculus trilobus,Japanese Snailseed,,Menispermaceae,Cocculus,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Colutea arborescens,Common Bladdersenna,,Fabaceae,Colutea,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Colutea buhsei,,|Colutea persica var. buhsei|,Fabaceae,Colutea,Shrub,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Colutea persica,Persian Bladdersenna,,Fabaceae,Colutea,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Colutea x media,,,Fabaceae,Colutea,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Comptonia peregrina,Sweetfern,|Comptonia peregrina var. asplenifolia|Comptonia peregrina var. peregrina|,Myricaceae,Comptonia,Shrub,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Conradina verticillata,,,Lamiaceae,Conradina,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Corema album,Portuguese Crowberry,,Ericaceae,Corema,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Coriaria japonica,Japanese Coriaria,,Coriariaceae,Coriaria,Shrub,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Cornus 'Rutban',Cultivar of Cornus,|Cornus x 'Aurora'|,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus 'Rutcan',Cultivar of Cornus,|Cornus x 'Constellation'|,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus 'Rutdan',Cultivar of Cornus,|Cornus x 'Celestial'|Cornus x 'Galaxy'|,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus 'Rutgan',Cultivar of Cornus,|Cornus x 'Stellar Pink'|,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus 'Rutlan',Cultivar of Cornus,|Cornus x 'Ruth Ellen'|,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus 'Rutpink',Scarlet Fire® Dogwood,,Cornaceae,Cornus,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Cornus alba,Tatarian Dogwood,,Cornaceae,Cornus,Shrub,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Cornus alba 'Alleman's Compact',Cultivar of Tartarian Dogwood,,Cornaceae,Cornus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus alba 'Bud's Yellow',Cultivar of Tartarian Dogwood,,Cornaceae,Cornus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus alba 'Kesselringii',,,Cornaceae,Cornus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus alba var. sibirica,Variety of Tatarian Dogwood,|Cornus alba 'Sibirica'|Cornus alba 'Westonbirt'|,Cornaceae,Cornus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus alternifolia,Pagoda Dogwood,|Swida alternifolia|,Cornaceae,Cornus,Intermediate (shrub/tree),8.0,Arnold Arboretum living collection (Arboretum Explorer)
Cornus amomum,Silky Dogwood,|Swida amomum|,Cornaceae,Cornus,Shrub,9.8,Arnold Arboretum living collection (Arboretum Explorer)
Cornus amomum ssp. obliqua,,|Cornus obliqua|Swida amomum var. schuetzeana|,Cornaceae,Cornus,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Cornus australis,,|Swida australis|Cornus sanguinea ssp. australis|,Cornaceae,Cornus,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Cornus bretschneideri,,,Cornaceae,Cornus,Intermediate (shrub/tree),5.6,Arnold Arboretum living collection (Arboretum Explorer)
Cornus canadensis,Creeping Dogwood,|Chamaepericlymenum canadense|,Cornaceae,Cornus,Herbaceous,0.2,Arnold Arboretum living collection (Arboretum Explorer)
Cornus controversa,Giant Dogwood,,Cornaceae,Cornus,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Cornus coreana,Korean Dogwood,,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus drummondii,,,Cornaceae,Cornus,Shrub,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Cornus florida,Flowering Dogwood,|Benthamidia florida|,Cornaceae,Cornus,Tree,13.1,Arnold Arboretum living collection (Arboretum Explorer)
Cornus florida 'Appalachian Spring',Cultivar of Flowering Dogwood,,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cornus florida 'Fastigiata',Cultivar of Flowering Dogwood,,Cornaceae,Cornus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
