scientific_name,family,genus,growth_habit,conservation_status,catalog_source
Acer pectinatum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pensylvanicum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pentapomicum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pictum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer platanoides,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pseudoplatanus,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pseudosieboldianum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pubinerve,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer pycnanthum,Sapindaceae,Acer,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer rubrum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer rufinerve,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer saccharinum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer saccharum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer shenkanense,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer shirasawanum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer sieboldianum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer spicatum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer stachyophyllum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer sterculiaceum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer tataricum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer tegmentosum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer triflorum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer truncatum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer tschonoskii,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer tsinglingense,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer turkestanicum,Sapindaceae,Acer,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer velutinum,Sapindaceae,Acer,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acer yui,Sapindaceae,Acer,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aceratium ledermannii,Elaeocarpaceae,Aceratium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aceratium oppositifolium,Elaeocarpaceae,Aceratium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aceratium parvifolium,Elaeocarpaceae,Aceratium,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Achatocarpus nigricans,Achatocarpaceae,Achatocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Achatocarpus praecox,Achatocarpaceae,Achatocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Achillea millefolium,Asteraceae,Achillea,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Achyranthes atollensis,Amaranthaceae,Achyranthes,,Extinct,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Achyranthes mutica,Amaranthaceae,Achyranthes,,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Achyranthes splendens rotundata,Amaranthaceae,Achyranthes,,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acioa dolichopoda,Chrysobalanaceae,Acioa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acioa edulis,Chrysobalanaceae,Acioa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acioa longipendula,Chrysobalanaceae,Acioa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ackama australiensis,Cunoniaceae,Ackama,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Ackama paniculosa,Cunoniaceae,Ackama,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acnistus arborescens,Solanaceae,Acnistus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acoelorraphe wrightii,Arecaceae,Acoelorraphe,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acokanthera laevigata,Apocynaceae,Acokanthera,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acokanthera oblongifolia,Apocynaceae,Acokanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acokanthera oppositifolia,Apocynaceae,Acokanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acokanthera rotundata,Apocynaceae,Acokanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acokanthera schimperi,Apocynaceae,Acokanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acridocarpus excelsus,Malpighiaceae,Acridocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acridocarpus natalitius linearifolius,Malpighiaceae,Acridocarpus,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acridocarpus plagiopterus,Malpighiaceae,Acridocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acridocarpus spectabilis,Malpighiaceae,Acridocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acrocomia aculeata,Arecaceae,Acrocomia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acrocomia crispa,Arecaceae,Acrocomia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acrocomia totai,Arecaceae,Acrocomia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia acidula,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia carrii,Rutaceae,Acronychia,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia laevis,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia ledermannii,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia montana,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia murina,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia pedunculata,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia pullei,Rutaceae,Acronychia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia rugosa,Rutaceae,Acronychia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Acronychia trifoliolata,Rutaceae,Acronychia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actephila excelsa,Phyllanthaceae,Actephila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actephila lindleyi,Phyllanthaceae,Actephila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne areolata,Lauraceae,Actinodaphne,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne borneensis,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne cinerea,Lauraceae,Actinodaphne,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne cupularis,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne elegans,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne ellipticibacca,Lauraceae,Actinodaphne,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne glabra,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne glomerata,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne gracilis,Lauraceae,Actinodaphne,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne henryi,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne hookeri,Lauraceae,Actinodaphne,,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne latifolia,Lauraceae,Actinodaphne,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne lecomtei,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne macrophylla,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne madraspatana,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne moluccana,Lauraceae,Actinodaphne,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne multiflora,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne nitida,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne obovata,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne obtusa,Lauraceae,Actinodaphne,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne pilosa,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne procera,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne pruinosa,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne rumphii,Lauraceae,Actinodaphne,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne sesquipedalis,Lauraceae,Actinodaphne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne speciosa,Lauraceae,Actinodaphne,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinodaphne stenophylla,Lauraceae,Actinodaphne,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinorhytis calapparia,Arecaceae,Actinorhytis,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Actinostemon concolor,Euphorbiaceae,Actinostemon,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adansonia grandidieri,Malvaceae,Adansonia,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adansonia gregorii,Malvaceae,Adansonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adansonia madagascariensis,Malvaceae,Adansonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adansonia perrieri,Malvaceae,Adansonia,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adansonia suarezensis,Malvaceae,Adansonia,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adansonia za,Malvaceae,Adansonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adelia ricinella,Euphorbiaceae,Adelia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenanthera abrosperma,Fabaceae,Adenanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenanthera mantaroa,Fabaceae,Adenanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenanthera microsperma,Fabaceae,Adenanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenanthera novoguineensis,Fabaceae,Adenanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenanthera pavonina,Fabaceae,Adenanthera,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenaria floribunda,Lythraceae,Adenaria,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenia fruticosa,Passifloraceae,Adenia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenium boehmianum,Apocynaceae,Adenium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenium multiflorum,Apocynaceae,Adenium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenium obesum,Apocynaceae,Adenium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenolobus garipensis,Fabaceae,Adenolobus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenopodia rotundifolia,Fabaceae,Adenopodia,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adenostoma sparsifolium,Rosaceae,Adenostoma,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adina cordifolia,Rubiaceae,Adina,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adina eurhyncha,Rubiaceae,Adina,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adina fagifolia,Rubiaceae,Adina,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adina multifolia,Rubiaceae,Adina,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adina trichotoma,Rubiaceae,Adina,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra acuminata,Pentaphylacaceae,Adinandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra brefeldii,Pentaphylacaceae,Adinandra,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra colombonensis,Pentaphylacaceae,Adinandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra dumosa,Pentaphylacaceae,Adinandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra forbesii,Pentaphylacaceae,Adinandra,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra integerrima,Pentaphylacaceae,Adinandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adinandra sarosanthera,Pentaphylacaceae,Adinandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Adonidia merrillii,Arecaceae,Adonidia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aegiphila elata,Lamiaceae,Aegiphila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aegiphila integrifolia,Lamiaceae,Aegiphila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aegiphila martinicensis,Lamiaceae,Aegiphila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aegiphila peruviana,Lamiaceae,Aegiphila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aegiphila verticillata,Lamiaceae,Aegiphila,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aegle marmelos,Rutaceae,Aegle,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aeglopsis chevalieri,Rutaceae,Aeglopsis,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aequatorium verrucosum,Asteraceae,Aequatorium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aeschynomene elaphroxylon,Fabaceae,Aeschynomene,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus assamica,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus californica,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus flava,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus glabra,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus hippocastanum,Sapindaceae,Aesculus,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus indica,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus parryi,Sapindaceae,Aesculus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus parviflora,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus pavia,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus sylvatica,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aesculus turbinata,Sapindaceae,Aesculus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aetoxylon sympetalum,Thymelaeaceae,Aetoxylon,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Aextoxicon punctatum,Aextoxicaceae,Aextoxicon,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afraegle paniculata,Rutaceae,Afraegle,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocanthium burttii,Rubiaceae,Afrocanthium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocanthium keniense,Rubiaceae,Afrocanthium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocanthium lactescens,Rubiaceae,Afrocanthium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocanthium mundianum,Rubiaceae,Afrocanthium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocanthium pseudorandii,Rubiaceae,Afrocanthium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocarpus dawei,Podocarpaceae,Afrocarpus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocarpus falcatus,Podocarpaceae,Afrocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocarpus gracilior,Podocarpaceae,Afrocarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocarpus mannii,Podocarpaceae,Afrocarpus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrocarpus usambarensis,Podocarpaceae,Afrocarpus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrolicania elaeosperma,Chrysobalanaceae,Afrolicania,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrostyrax kamerunensis,Huaceae,Afrostyrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afrostyrax lepidophyllus,Huaceae,Afrostyrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afzelia africana,Fabaceae,Afzelia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afzelia bella,Fabaceae,Afzelia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Afzelia bipindensis,Fabaceae,Afzelia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
