scientific_name,common_name,family,genus,usda_hardiness_zone,rhs_hardiness_rating,height_mature_ft,native_status,habitat,taxonomic_note,conservation_status,tso_url,catalog_source
Ackama rosifolia,Makamaka,Cunoniaceae,Ackama,9–10. Conservation status Not evaluated. Illustration NT114.,,39.4,"NEW ZEALAND: North Is., Northland Peninsula. Habitat Lowland forest, particularly forest margins and along streams. USDA Hardiness Zone 9–10. Conservation status Not evaluated. Illustration NT114.","Lowland forest, particularly forest margins and along streams. USDA Hardiness Zone 9–10. Conservation status Not evaluated. Illustration NT114.",,Not evaluated. Illustration NT114.,https://www.treesandshrubsonline.org/articles/ackama/ackama-rosifolia/,Trees and Shrubs Online (IDS)
Acradenia frankliniae,,Rutaceae,Acradenia,,,,"Native of W. Tasmania, where it was discovered by Dr Milligan on the banks of the Franklin River, near Macquarie Harbour, in April 1842.",,,,https://www.treesandshrubsonline.org/articles/acradenia/acradenia-frankliniae/,Trees and Shrubs Online (IDS)
Acrothamnus colensoi,,Ericaceae,Acrothamnus,,,,"native of the mountains of New Zealand. It is one of the hardiest of the species making up the former Epacridaceae (now Ericaceae subfam. Epacridoideae), growing well though slowly in peaty soil and damaged only in the severest winters. Its fruits are rarely seen in this country",,,,https://www.treesandshrubsonline.org/articles/acrothamnus/acrothamnus-colensoi/,Trees and Shrubs Online (IDS)
Actinidia arguta,,Actinidiaceae,Actinidia,,,,"Native of China, Japan, and the Amur region.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-arguta/,Trees and Shrubs Online (IDS)
Actinidia callosa,,Actinidiaceae,Actinidia,,,,"Native of N. India, described and named as long ago as 1836 by Lindley and found by such early collectors as Griffiths in Bhutan, Wallich in Nepal, and Hooker in Sikkim; also of W. China, where it has been collected by Henry and Forrest.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-callosa/,Trees and Shrubs Online (IDS)
Actinidia henryi,,Actinidiaceae,Actinidia,,,,"Native of Yunnan, in mountain forests at 5,000 to 6,000 ft; discovered by Henry; introduced by Wilson for the Arnold Arboretum, and sent thence to Kew in 1910.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-henryi/,Trees and Shrubs Online (IDS)
Actinidia kolomikta,,Actinidiaceae,Actinidia,,,,"Native of Manchuria, China and Japan, flowering in June; illustrated in Bot.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-kolomikta/,Trees and Shrubs Online (IDS)
Actinidia melanandra,,Actinidiaceae,Actinidia,,,,"Native of Hupeh and Szechwan, China; discovered in the latter province by the French missionary, Père Farges; introduced by Wilson in 1910.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-melanandra/,Trees and Shrubs Online (IDS)
Actinidia polygama,Silver Vine,Actinidiaceae,Actinidia,,,20,"Native of Central Japan, and plentiful in the mountains there.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-polygama/,Trees and Shrubs Online (IDS)
Actinidia purpurea,,Actinidiaceae,Actinidia,,,,"Native of W. Szechwan and Yunnan, China; found by Henry, Wilson, and Forrest; introduced by Wilson in 1908.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-purpurea/,Trees and Shrubs Online (IDS)
Actinidia rubricaulis,,Actinidiaceae,Actinidia,,,25,"Native of W. Szechwan, China; Wilson found it in Mupin and on Mt.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-rubricaulis/,Trees and Shrubs Online (IDS)
Actinidia rufa,,Actinidiaceae,Actinidia,,,,"Native of Japan and Korea, differing from the above in having the inflorescence and sepals covered with rusty-brown hairs.",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-rufa/,Trees and Shrubs Online (IDS)
Actinidia tetramera,,Actinidiaceae,Actinidia,,,,"Native of China, closely allied to the preceding and to A. kolomikta .",,,,https://www.treesandshrubsonline.org/articles/actinidia/actinidia-tetramera/,Trees and Shrubs Online (IDS)
Adenandra uniflora,,Rutaceae,Adenandra,,,2,Native of South Africa; originally introduced to Kew by Francis Masson in 1775.,,,,https://www.treesandshrubsonline.org/articles/adenandra/adenandra-uniflora/,Trees and Shrubs Online (IDS)
Adenanthos sericeus,Woolly Bush,Proteaceae,Adenanthos,,H3,,Australia,,,,https://www.treesandshrubsonline.org/articles/adenanthos/adenanthos-sericeus/,Trees and Shrubs Online (IDS)
Adenocarpus anagyrifolius,,Fabaceae,Adenocarpus,,,6,"Native of Morocco, on the slopes of the Main Atlas Range at 3,000–9,000 ft; introduced by E. K. Balls in 1936.",,,,https://www.treesandshrubsonline.org/articles/adenocarpus/adenocarpus-anagyrifolius/,Trees and Shrubs Online (IDS)
Adenocarpus decorticans,,Fabaceae,Adenocarpus,,,10,"Native of Spain, and only really hardy in the milder parts of Great Britain.",,,,https://www.treesandshrubsonline.org/articles/adenocarpus/adenocarpus-decorticans/,Trees and Shrubs Online (IDS)
Adenocarpus viscosus,,Fabaceae,Adenocarpus,,,,"Native of the Canary Islands, mainly on Teneriffe.",,,,https://www.treesandshrubsonline.org/articles/adenocarpus/adenocarpus-viscosus/,Trees and Shrubs Online (IDS)
Adinandra millettii,,Pentaphylacaceae,Adinandra,7-8,,,"China, Vietnam",Evergreen forests and thickets on mountain slopes between 100 and 1300 (1800) m asl.,,Not evaluated (NE),https://www.treesandshrubsonline.org/articles/adinandra/adinandra-millettii/,Trees and Shrubs Online (IDS)
Aegiphila spicata,,Lamiaceae,Aegiphila,,,,"Bolivia, Peru",,,Least concern (LC),https://www.treesandshrubsonline.org/articles/aegiphila/aegiphila-spicata/,Trees and Shrubs Online (IDS)
Aesculus + dallimorei,,Sapindaceae,Aesculus,,,,"hybrid between the two species, in which case the anomalous branch could be explained as an outgrowth from the hybrid stock.",,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-dallimorei-aesculus-dallimorei/,Trees and Shrubs Online (IDS)
Aesculus californica,,Sapindaceae,Aesculus,,,40,"Native of California, where it is occasionally found from 30 to 40 ft high, but more often as a bush 10 to 15 ft high.",,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-californica/,Trees and Shrubs Online (IDS)
Aesculus chinensis,Chinese Horse-chestnut,Sapindaceae,Aesculus,,,90,"Native of N. China, and although known to botanists for over seventy years was only introduced in 1912.",,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-chinensis/,Trees and Shrubs Online (IDS)
Aesculus flava,Yellow Buckeye,Sapindaceae,Aesculus,4-8,H3,98.4,United States,"Mesic slopes and valleys, river and stream banks, 300–1900 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/aesculus/aesculus-flava/,Trees and Shrubs Online (IDS)
Aesculus glabra,Ohio Buckeye,Sapindaceae,Aesculus,,,,Native of the S.E. and Central United States.,,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-glabra/,Trees and Shrubs Online (IDS)
Aesculus glabrescens,,Sapindaceae,Aesculus,,,,,,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-glabrescens/,Trees and Shrubs Online (IDS)
Aesculus glaucescens,,Sapindaceae,Aesculus,,,10,,,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-glaucescens/,Trees and Shrubs Online (IDS)
Aesculus hippocastanum,Horse-chestnut,Sapindaceae,Aesculus,,,,,,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-hippocastanum/,Trees and Shrubs Online (IDS)
Aesculus indica,Indian Horse-chestnut,Sapindaceae,Aesculus,,,,"Native of the N.W. Himalaya. One of the most magnificent of all temperate trees, and equalling the common horse-chestnut in beauty, it is remarkable that this species is still so little known in English gardens and parks. Although the young growths may be cut by late frosts in lo",,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-indica/,Trees and Shrubs Online (IDS)
Aesculus octandra,,Sapindaceae,Aesculus,,,,,,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-octandra/,Trees and Shrubs Online (IDS)
Aesculus parviflora,,Sapindaceae,Aesculus,,,15,Native of the S.E. United States; introduced by John Fraser in 1785.,,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-parviflora/,Trees and Shrubs Online (IDS)
Aesculus pavia,Red Buckeye,Sapindaceae,Aesculus,,,12,"Native of the southern United States; introduced, according to Aiton, in 1711.",,,,https://www.treesandshrubsonline.org/articles/aesculus/aesculus-pavia/,Trees and Shrubs Online (IDS)
